rooftop_id,rooftop_name,dms_id,imei,times_went_to_dealer,times_went_to_other_repair_shops,days_since_last_visit,avg_spend_per_visit,appointment_no_show_rate,vehicle_age_years,service_visits_last_90d,retention_score
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,357876553007309,5,2,237,196.49,0.202,3.3,0,30
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,355055605712198,1,1,20,154.5,0.406,2.9,4,73
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,358192778851905,1,0,177,91.07,0.065,5.4,3,47
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,353486401042462,1,1,46,201.35,0.183,7.7,4,61
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,354561851744600,2,0,18,116.87,0.197,2.6,2,70
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,354521289915114,3,2,155,209.06,0.075,2.5,2,45
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,355512939130448,3,0,24,86.65,0.174,2.2,1,61
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,358189848416046,2,1,104,190.26,0.132,6.2,2,47
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,351540211901707,1,2,60,85.76,0.065,4.4,0,25
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,355681429831522,2,2,177,220.43,0.295,5.6,1,25
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,359107322836084,2,0,120,156.4,0.287,3.5,3,68
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,359378306396384,2,0,45,150.61,0.173,5.7,2,55
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,355269694439164,3,2,156,247.59,0.111,3.9,2,48
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,359701693429291,2,0,75,160.71,0.158,1.4,2,70
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,353203301623419,2,2,54,186.65,0.038,6.3,1,39
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,350310615372215,0,2,59,168.08,0.306,4.4,2,39
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,355668473236533,0,1,107,210.44,0.068,3.9,2,49
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,357746040672007,3,0,43,242.58,0.131,5.1,0,57
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,358436142442607,2,1,33,230.14,0.211,1.6,1,57
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,358197543734764,5,2,27,152.0,0.367,5.4,0,44
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,352737203763882,5,1,68,252.54,0.261,3.3,2,64
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,351458414846019,3,0,29,125.02,0.223,4.2,2,68
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,351344389982780,3,1,108,135.45,0.286,6.8,1,39
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,352058695073214,1,1,42,172.33,0.159,5.8,1,37
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,356449369995167,0,2,80,242.81,0.194,4.1,0,19
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,359335055738573,1,2,125,109.79,0.18,4.3,1,28
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,356801192360376,2,2,148,233.49,0.366,0.0,1,41
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,358118723335104,7,1,63,176.72,0.248,2.9,3,88
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,350961497315391,2,3,5,153.98,0.093,4.8,4,75
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,351498307482073,3,0,6,245.87,0.403,3.0,2,69
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,356511893940655,2,0,106,131.84,0.09,1.8,1,55
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,357820190432230,2,1,22,317.14,0.07,5.5,0,50
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,352333247073920,0,3,40,169.4,0.315,7.1,0,29
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,351354621276025,4,0,117,188.99,0.227,3.1,0,41
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,350826112312616,4,2,34,272.57,0.195,6.3,0,49
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,353248889957298,2,2,15,190.56,0.176,5.9,2,50
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,359376297454930,2,1,42,251.33,0.269,2.5,2,61
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,353646871912038,3,1,91,62.81,0.23,3.0,3,64
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,351876920828323,3,0,33,153.44,0.119,8.1,2,69
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,350898138815881,4,0,82,203.8,0.352,2.3,1,58
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,354458220673231,4,2,16,244.89,0.326,3.3,3,79
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,358297168157245,0,1,26,226.18,0.125,8.4,2,39
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,350000001529113,1,0,42,220.56,0.275,3.4,1,54
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,357178509025561,3,1,128,243.66,0.176,7.2,2,48
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,358444218299874,2,2,37,208.5,0.257,2.5,0,36
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,357812248905670,2,4,32,51.41,0.046,4.8,2,47
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,358670090043655,3,0,33,266.53,0.351,6.7,3,83
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,351584826691362,2,2,82,129.74,0.091,3.6,1,52
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,354835505429608,1,2,98,198.82,0.111,4.7,1,38
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,350706336998795,3,2,124,190.86,0.212,6.0,0,35
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,350982210401648,2,0,196,182.84,0.141,2.7,0,49
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,351880442877383,1,4,68,113.64,0.206,9.0,0,0
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,356381643212694,3,2,29,63.68,0.088,6.6,2,52
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,352894642036258,4,1,47,119.86,0.194,3.8,0,50
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,356314417064625,3,2,23,229.57,0.195,4.0,4,90
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,355402635582430,5,3,59,93.2,0.266,8.3,2,42
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,351764644898803,3,1,27,127.18,0.038,3.8,3,81
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,351538882452790,2,2,123,205.08,0.154,3.6,1,44
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,355040433335384,2,2,64,118.35,0.182,6.8,0,36
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,359516321119787,4,2,151,147.42,0.116,1.7,0,45
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,351809339137326,3,1,95,184.91,0.068,4.3,1,51
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,355306011987561,2,1,89,196.96,0.176,4.7,0,37
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,357868800230091,1,0,15,117.17,0.095,3.1,0,41
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,355618298036577,3,1,82,188.46,0.129,1.4,0,51
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,354491609365952,5,2,193,203.93,0.19,4.6,1,38
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,350149118941843,1,3,38,103.61,0.041,5.9,1,29
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,353687509263223,3,1,111,192.89,0.492,3.1,1,46
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,359982137455611,3,0,11,137.01,0.222,2.1,0,57
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,354042886050537,3,1,20,187.43,0.131,7.0,2,72
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,356660811260030,1,2,50,223.38,0.173,5.6,2,50
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,358356691062715,3,2,33,169.42,0.088,3.8,3,61
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,353123455068826,0,2,27,234.8,0.042,6.3,4,66
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,359177682938440,6,2,33,227.45,0.1,5.0,3,78
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,351348087354378,3,2,76,234.47,0.092,8.1,0,34
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,358260335910157,2,1,112,204.19,0.099,5.8,1,44
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,350908599144920,2,0,81,246.05,0.292,1.7,0,51
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,357492699969964,2,0,84,203.11,0.042,3.2,2,66
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,358997184285969,2,1,51,79.96,0.138,3.3,1,51
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,353259140849932,0,0,19,132.48,0.289,5.1,2,52
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,353123426698069,2,2,48,167.32,0.083,3.9,2,56
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,350872617607234,2,0,60,174.77,0.201,2.2,6,100
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,358389359538280,3,3,115,201.46,0.116,5.7,0,32
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,354056129965082,2,2,168,131.58,0.12,6.5,4,59
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,356958264186965,3,0,71,300.52,0.025,4.3,3,76
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,356130876123859,1,1,107,173.85,0.232,4.9,1,32
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,355143468239484,2,0,4,179.54,0.207,2.6,1,63
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,350027300869661,2,3,41,139.76,0.192,3.5,1,43
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,350168311395001,4,3,51,119.8,0.107,3.5,1,49
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,356809414915076,1,1,79,172.42,0.155,5.6,0,31
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,352839762053440,2,3,170,181.65,0.332,5.0,0,13
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,357779462072662,3,2,68,174.79,0.361,3.8,0,41
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,359250817760299,4,0,9,279.31,0.161,3.8,4,97
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,351406884133373,2,2,85,172.42,0.047,0.6,2,57
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,351255235617817,2,1,39,174.84,0.038,7.7,4,79
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,350321192061363,3,0,79,228.92,0.11,0.3,1,70
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,358527789561337,6,0,90,169.74,0.244,5.3,3,81
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,351844490295026,2,0,9,212.36,0.365,4.6,0,52
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,354801644037341,0,0,49,103.26,0.112,4.0,0,41
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,356781277822102,1,1,51,103.73,0.217,4.5,1,41
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,351798213486298,2,0,67,187.32,0.226,3.2,1,57
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,355797363831828,4,1,28,166.1,0.22,5.8,1,51
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,355605397079866,1,1,22,131.46,0.072,1.9,0,43
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,351770673682050,3,0,169,187.31,0.328,5.2,3,56
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,356821223552165,3,1,62,192.55,0.065,3.1,0,46
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,350587146921821,2,0,24,137.41,0.166,3.6,1,59
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,359259679089843,3,0,34,148.87,0.466,3.7,0,42
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,356998480220509,1,1,174,193.0,0.117,4.2,0,29
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,353869484249598,1,1,131,118.74,0.251,5.5,2,41
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,358114578870715,1,0,31,143.76,0.21,4.4,3,67
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,352386767382097,4,1,20,212.04,0.2,6.4,1,62
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,354619177987682,2,0,21,178.57,0.165,6.6,4,74
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,359968722589370,3,1,121,151.37,0.21,5.1,2,52
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,358580623504056,1,1,37,125.82,0.155,5.9,1,43
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,356957900124825,2,2,12,119.21,0.193,8.5,1,40
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,355442867963259,2,0,35,172.09,0.215,1.7,2,68
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,354232894633891,5,2,67,301.55,0.255,6.7,1,50
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,355624152857256,3,1,48,213.95,0.224,7.6,1,54
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,352926933589513,7,1,132,100.03,0.115,5.4,0,55
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,358186550784685,0,1,68,222.43,0.154,8.3,1,32
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,350957443034918,3,1,75,134.47,0.195,8.0,0,41
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,359117972038593,3,4,102,179.71,0.106,3.8,5,67
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,354015364154715,3,1,99,144.67,0.069,4.0,2,61
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,355313259367813,3,2,34,301.37,0.139,5.6,1,47
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,356750094214105,3,3,20,111.95,0.131,3.3,1,45
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,352769819878092,2,1,64,198.82,0.081,9.9,0,36
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,357045238885622,4,3,57,138.88,0.112,6.1,4,70
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,355866059867874,1,2,68,224.33,0.022,4.6,1,43
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,354227585485965,3,3,72,197.61,0.103,1.7,0,41
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,355942824911650,0,2,160,255.27,0.195,5.0,2,30
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,352000245393132,3,1,43,223.09,0.129,2.1,2,62
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,351551305570836,3,1,74,138.39,0.121,6.0,1,49
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,358214448896699,4,2,20,354.97,0.425,0.0,1,56
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,357273677462025,1,1,27,213.33,0.211,7.3,2,57
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,358254318328123,1,1,54,146.96,0.174,3.7,1,46
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,351239204910601,0,1,23,192.33,0.182,1.1,1,51
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,358364723875082,3,2,86,217.85,0.154,4.5,1,46
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,357681722577545,3,1,77,215.57,0.13,4.5,2,56
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,358472629052918,4,2,31,209.76,0.134,4.4,1,55
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,357683160827172,4,2,45,237.99,0.066,7.3,0,36
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,351733739920522,1,2,122,232.09,0.314,5.3,0,18
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,352999362165914,1,1,63,129.15,0.11,6.1,2,49
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,353882325539835,3,2,224,306.48,0.208,4.0,0,21
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,358446177732643,0,3,45,298.13,0.024,5.4,0,25
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,350954497912799,1,0,50,228.06,0.13,1.9,2,62
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,357029271205397,1,2,54,182.32,0.215,5.0,1,40
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,358713752988322,5,0,11,183.35,0.248,3.0,3,78
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,350125608320048,5,1,48,160.57,0.055,7.1,1,64
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,357978889753585,2,1,47,168.34,0.13,4.7,1,47
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,352386003044361,1,1,92,48.79,0.267,5.8,0,26
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,359951715239102,1,1,125,271.82,0.085,5.0,6,86
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,359295014374830,0,1,42,250.65,0.078,8.1,2,59
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,359309671397191,1,2,5,79.4,0.099,1.4,2,59
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,352602213217672,0,0,61,233.4,0.24,4.3,0,36
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,350191116612201,4,1,23,179.54,0.181,2.6,1,62
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,359072587339304,2,1,65,168.06,0.22,0.4,0,44
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,359366538027481,1,3,64,209.57,0.09,2.4,2,46
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,352421140868250,1,3,29,75.43,0.057,6.8,2,42
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,359522946209355,1,3,61,179.33,0.341,4.4,1,32
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,356103995297013,2,1,13,184.77,0.099,4.1,0,48
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,357124365858564,0,1,68,184.83,0.045,6.0,1,30
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,352304120270615,1,1,98,97.95,0.123,4.7,1,43
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,359273874029907,5,0,79,206.81,0.234,5.7,1,60
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,351669063224815,1,0,35,243.59,0.187,5.1,2,58
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,355420340301095,2,0,93,204.44,0.356,5.6,0,39
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,356797564915795,2,2,85,166.25,0.075,3.6,3,57
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,355462347124760,3,2,88,341.34,0.254,6.6,1,35
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,351080181030683,2,1,136,124.53,0.049,2.1,1,50
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,351764172680808,0,0,73,226.41,0.048,4.3,2,57
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,351571290150713,5,2,21,194.6,0.196,6.7,0,45
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,358067130735104,2,1,24,300.74,0.161,4.2,3,64
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,355847436213009,2,1,73,203.2,0.28,3.6,0,35
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,356258857669470,1,1,47,216.07,0.079,9.1,1,41
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,353180533962746,7,1,40,210.34,0.392,7.3,1,64
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,356621591832700,4,0,84,116.5,0.217,4.8,2,68
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,350466614590110,4,1,17,127.87,0.168,2.6,3,75
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,357977140049388,1,2,85,163.46,0.056,0.4,2,54
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,351949053152049,3,2,45,237.44,0.251,5.9,0,39
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,359809497698731,4,2,69,193.99,0.329,7.0,1,46
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,353797166984166,3,0,19,167.6,0.16,5.3,1,64
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,351237407794332,1,0,87,262.33,0.31,1.1,0,40
